topic,source,author,title,description,content,published_at,url
sanctions,Al Jazeera English,Al Jazeera,"Russia-Ukraine war: List of key events, day 1,027","Here are the key developments on the 1,027th day of Russia's full-scale invasion of Ukraine.","Here is the situation on Tuesday, December 17:
Fighting
<ul><li>Ukrainian President Volodymyr Zelenskyy said in a post on X that initial reports suggest that Russia is trying to conceal the losses … [+2833 chars]",2024-12-17T00:56:01Z,https://www.aljazeera.com/news/2024/12/17/russia-ukraine-war-list-of-key-events-day-1027
sanctions,Biztoc.com,pbs.org,A senior Russian general is killed in a Moscow bombing claimed by Ukraine,"Kirillov was under sanctions from several countries, including the U.K. and Canada, for his actions in Moscow's war in Ukraine.","Kirillov was under sanctions from several countries, including the U.K. and Canada, for his actions in Moscow's war in Ukraine.
This story appeared on pbs.org, 2024-12-17 14:41:36.",2024-12-17T14:48:23Z,https://biztoc.com/x/09e3ce28746bdb0f
sanctions,Tom's Hardware UK,Anton Shilov,Chinese businessman shows off sanctions-busting NVIDIA AI GPUs he bought despite US ban — 200 H200 GPUs skid past US sanctions,Chinese businessman smuggles over a dozen of H200 machines with eight GPUs inside each one.,"Without obtaining an export license from the U.S. Department of Commerce, Nvidia cannot supply its high-end H100 and the latest H200 GPUs to China-based entities. This license will hardly be granted,… [+3234 chars]",2024-12-11T16:57:16Z,https://www.tomshardware.com/pc-components/gpus/chinese-businessman-shows-off-sanctions-busting-nvidia-ai-gpus-he-bought-despite-us-ban-200-h200-gpus-skid-past-us-sanctions
sanctions,Biztoc.com,barchart.com,Crude Rises on Possible Sanctions on Russian and Iranian Crude,"Join Barchart Premier to get Screeners that run automatically with the results emailed to you!
FREE 30 Day Trial
- Market Pulse
-
- Options Market Overview
- Unusual Options Activity
- IV Rank and IV Percentile
- Implied vs Realized Vol
- Most Active Options
…",Join Barchart Premier to get Screeners that run automatically with the results emailed to you!FREE 30 Day Trial- Market Pulse-- Options Market Overview- Unusual Options Activity- IV Rank and IV Perce… [+134 chars],2024-12-13T16:56:13Z,https://biztoc.com/x/589c2dcb3049dea5
sanctions,Biztoc.com,breakingthenews.net,US announces new sanctions related to N. Korea,"The United States Department of Treasury revealed on Tuesday new sanctions against two individuals and one entity participating in a network ""that launders millions of dollars of illicit funds"" genera...","The United States Department of Treasury revealed on Tuesday new sanctions against two individuals and one entity participating in a network ""that launders millions of dollars of illicit funds"" gener… [+69 chars]",2024-12-17T16:06:12Z,https://biztoc.com/x/4e4c56d82f0ce693
sanctions,The New Yorker,David D. Kirkpatrick,How the U.S. Can Learn from Its Policy Failures During the Arab Spring,David D. Kirkpatrick writes that the American Ambassador to Syria at the start of the uprising believes that the U.S. could still help give the Syrians a fighting chance at stable self-governance.,"As a first step, Ford told me, the U.S. should begin where it has the most clout: the Kurdish forces who control northeastern Syria. The Kurds, operating under the name Syrian Democratic Forces, have… [+9998 chars]",2024-12-18T23:32:38Z,https://www.newyorker.com/news/the-lede/how-the-us-can-learn-from-its-policy-failures-during-the-arab-spring
sanctions,Yahoo Entertainment,Florence Tan,"Oil holds at 2-week high as Russia, Iran tensions support prices","Brent crude futures climbed 13 cents, or 0.2%, to $75.30 a barrel by 0115 GMT, while U.S. West Texas Intermediate crude futures were at $71.38 a barrel, up...","By Florence Tan
SINGAPORE (Reuters) - Oil prices hovered near two-week highs on Monday following 6% gains last week, as geopolitical tensions heightened between western powers and major oil producer… [+1805 chars]",2024-11-25T01:24:13Z,https://finance.yahoo.com/news/oil-holds-2-week-high-012413037.html
sanctions,Business Insider,htan@insider.com (Huileng Tan),"Russia may deploy warships to escort its shadow fleet of oil tankers, Denmark warns","The Danish Defense Intelligence Service warned that such deployment would ""increase the level of tension.""","Russia may ratchet up ""risky and threatening behavior"" against NATO countries, including by using the Russian navy to escort its shadow fleet through Danish waters, Denmark said on Wednesday.
The Da… [+2441 chars]",2024-12-19T07:12:53Z,https://www.businessinsider.com/russia-economy-shadow-dark-oil-tankers-sanctions-navy-warships-escort-2024-12
Ukraine War,BBC News,,"Ukrainian war dead reaches 43,000, Zelensky says in rare update","The Ukrainian president also claimed that 198,000 Russian soldiers had been killed and 550,000 wounded.","Some 43,000 Ukrainian soldiers have been killed since Russia's invasion began, Volodymyr Zelensky has said in a rare admission of the extent of the nation's casualties.
In a post on social media, th… [+3605 chars]",2024-12-08T13:38:48Z,https://www.bbc.com/news/articles/c5yv75nydy3o
Ukraine War,BBC News,,General's assassination pierces Moscow's air of normality,The feeling that President Putin's war in Ukraine is something distant is now quickly disappearing in the Russian capital.,"Lt Gen Igor Kirillov, head of the Nuclear, Biological, Chemical Defence Forces (NBC), was killed early on Tuesday
Appearance and reality: there is a constant battle in Moscow between the two.
Despi… [+3367 chars]",2024-12-17T22:58:59Z,https://www.bbc.com/news/articles/czjdmgnj242o
Ukraine War,Wired,Jared Keller,Why the US Military Can't Just Shoot Down the Mystery Drones,"Small, easily weaponizable drones have become a feature of battlefields from the Middle East to Ukraine. Now the threat looms over the US homeland—and the Pentagon's ability to respond is limited.","By all indications, [small unmanned aerial systems] will present a safety and security risk to military installations and other critical infrastructure for the foreseeable future, NORTHCOM boss Air F… [+2544 chars]",2024-12-13T16:33:46Z,https://www.wired.com/story/us-military-mystery-drones-response/
Ukraine War,BBC News,,Russia is executing more and more Ukrainian prisoners of war,"Ukrainian prosecutors say Russians have executed at least 147 PoWs, 127 of them this year alone.","Oleksandr Matsievsky is now an iconic figure in Ukraine after his execution by Russian forces
Ukrainian sniper Oleksandr Matsievsky was captured by Russians in the first year of the full-scale invas… [+5229 chars]",2024-12-22T00:03:10Z,https://www.bbc.com/news/articles/c7ve11lr247o
Ukraine War,BBC News,,"Nato must switch to a wartime mindset, warns secretary general","Mark Rutte urged members to ""turbocharge"" their defence spending to prevent future war with Russia.","The head of Nato has said it is time to ""shift to a wartime mindset"", as he warned the military alliance's members were not prepared for the threat of a future conflict with Russia.
Secretary genera… [+2329 chars]",2024-12-12T18:55:20Z,https://www.bbc.com/news/articles/cly41x7eg71o
Ukraine War,BBC News,,"North Korean troops killed fighting Ukraine, says US",These would be the first reported casualties since North Korea sent troops to support Russia in October.,"North Korean troops have been killed fighting Ukrainian forces in Russia's Kursk border region, the US has said. 
These would be the first reported casualties since it emerged in October that North … [+2320 chars]",2024-12-17T05:11:44Z,https://www.bbc.com/news/articles/cdxz0ygl7gko
Ukraine War,BBC News,,British man captured while fighting with Ukraine,"A video posted online shows a man in military clothing identify himself as James Scott Rhys Anderson, 22.","A British man has been captured by Russian forces while fighting for Ukraine, according to reports. 
In a video circulating online, a man dressed in military clothing identifies himself as James Sco… [+1164 chars]",2024-11-24T22:56:33Z,https://www.bbc.com/news/articles/c8rl6jp78dyo
Ukraine War,BBC News,https://www.facebook.com/bbcnews,"Don't underestimate North Korean troops in Russia, ex-soldiers tell BBC",Army defectors say units sent to fight against Ukraine will have high morale but won't be battle hardened.,"Although the soldiers will not have been given a choice over whether to be deployed, Ryu thinks many will have wanted to go. The ambitious will see it as an opportunity to advance their careers, he s… [+1673 chars]",2024-12-20T00:11:48Z,https://www.bbc.co.uk/news/articles/c6238exzjpxo
Ukraine War,Gizmodo.com,Thomas Maxwell,Ukraine Is Using Millions of Hours of Drone Footage to Train AI for Warfare,"The country's defense ministry has said it is able to spot 12,000 Russian pieces of equipment a week using AI identification tools.","The ongoing Russia-Ukraine conflict marks possibly the first truly AI war, with both sides having come to rely on small drones to conduct reconnaissance, identify targets, and even drop lethal bombs … [+4127 chars]",2024-12-20T18:30:16Z,https://gizmodo.com/ukraine-is-using-millions-of-hours-of-drone-footage-to-train-ai-for-warfare-2000541633
Ukraine War,Business Insider,Tom Porter,"Russia is suffering record casualties as the West steps up support for Ukraine, and it may struggle to replace them","Russia is losing around 1,500 troops a day. The Institute for the Study of War said it won't be able to sustain such a high casualty rate.","Russian soldiers ride a self-propelled mortar at an undisclosed location in Ukraine in October.Russian Defense Ministry Press Service via AP
<ul><li>Russia last month suffered record casualties, acc… [+3323 chars]",2024-12-06T12:40:47Z,https://www.businessinsider.com/russia-will-struggle-to-replace-its-casualties-in-ukraine-isw-2024-12
Ukraine War,BBC News,,The global players in Syria before and after Assad,Global powers who have been involved in the 13-year civil war have a vested interest after Assad's fall.,"A man waves a Syrian opposition flag to celebrate the end of al-Assad rule
A stunning advance by Syrian rebels ended Bashar al-Assad's decades-long rule, with opposition forces taking the capital an… [+5201 chars]",2024-12-10T18:50:59Z,https://www.bbc.com/news/articles/cd75e8gdy9jo
Ukraine War,BBC News,,Russia confirms capture of British man accused of fighting for Ukraine,"James Scott Rhys Anderson, 22, has been held in custody for participating ""in armed hostilities"".","A Russian court has confirmed a British man who was allegedly fighting for Ukraine has been captured in Russia's Kursk region.
Video had been circulating online in recent days showing a man dressed … [+1867 chars]",2024-11-26T10:09:58Z,https://www.bbc.com/news/articles/cnvj0yjqd3go
Ukraine War,Business Insider,"Rebecca Rommen,Nathan Rennolds",4 ways the war in Ukraine could play out after Trump's return to power,Kyiv and Moscow are racing to place their respective sides in the best possible position ahead of any changes Trump's administration may bring.,"Trump has called the Russia-Ukraine war ""a loser"" and said he'll quickly negotiate an end to it.Chris Unger & Tetiana Dzhafarova | Getty Images
<ul><li>Trump's return to power comes as Ukraine strug… [+8241 chars]",2024-12-18T10:48:12Z,https://www.businessinsider.com/4-ways-war-ukraine-play-out-after-trumps-return-power-2024-12
Ukraine War,NPR,Joanna Kakissis,Ukraine Struggles to Keep the Power On Under Russian Bombardment,"Russia continues to pound Ukraine with missile strikes, often targeting infrastructure like power plants. That has caused Ukrainians to endure power cuts even during the harsh winter. Our correspondent visits a power plant to see what it takes to keep the lig…","Workers at a Ukrainian thermal power plant are repairing the facility after rocket strikes to restore power as temperatures drop, Oct. 4.
Simona Supino for NPR
Russia continues to pound Ukraine wit… [+235 chars]",2024-12-12T20:59:38Z,https://www.npr.org/2024/12/12/1218737983/ukraine-struggles-to-keep-the-power-on-under-russian-bombardment
Ukraine War,Yahoo Entertainment,,Russia reportedly recruits Yemeni fighters for war in Ukraine,,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",2024-11-25T15:04:51Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3806afcf-a534-496f-acc1-99aa2369d1b5
Ukraine War,Yahoo Entertainment,,Zelenskiy makes case for diplomatic end to Ukraine war,,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",2024-12-09T12:34:25Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_73af41ee-7f8d-46fc-ba92-620b431c0398
Ukraine War,BBC News,,"Russia expels British diplomat over espionage claims, Russian media reports",A Russian foreign ministry spokeswoman says the ministry has also summoned the British ambassador.,"Russia has expelled a British diplomat after accusing him of espionage, according to reports.
The TASS news agency cited Russian foreign ministry spokeswoman Maria Zakharova as saying that the minis… [+1166 chars]",2024-11-26T12:30:44Z,https://www.bbc.com/news/articles/c98dzyg8y3ro
Ukraine War,Business Insider,tporter@businessinsider.com (Tom Porter),6 revealing moments from Putin's marathon end-of-year event,"The Russian president addressed the faltering Russian economy, the invasion of Ukraine, and the impeding Trump administration.","Russian President Vladimir Putin held his marathon annual press conference on Thursday.
During the event, Putin fielded questions from members of the Russian public and journalists on issues ranging… [+3960 chars]",2024-12-19T11:58:25Z,https://www.businessinsider.com/6-telling-moments-from-putins-marathon-end-of-year-event-2024-12
Ukraine War,NPR,Greg Myre,The Gaza war has shaken up the Mideast. Now Syria's war has reignited,"Rebels have rekindled Syria's war with a lightning offensive that seemed to come from nowhere. But multiple upheavals, beginning with the Gaza war last year, have spread conflict across the region.","In a matter of days, Syrian rebels captured the major city of Aleppo, seized additional territory in the surrounding countryside, and refocused international attention on what was the mostly dormant … [+4870 chars]",2024-12-03T10:05:42Z,https://www.npr.org/2024/12/03/nx-s1-5213593/the-gaza-war-has-shaken-up-the-mideast-now-syrias-war-has-reignited
Ukraine War,Business Insider,"Jake Epstein,Sinéad Baker",Fighting in Ukraine is giving rise to a new kind of drone warfare: hit-to-kill intercepts,Ukraine and Russia are increasingly using small drones to take out enemy uncrewed aerial vehicles above the battlefield.,"Ministry of Defense of Ukraine/Screengrab via X
<ul><li>The grinding Ukraine war has seen a rise in hit-to-kill drone interceptions of other drones.</li><li>Kyiv and Moscow are increasingly using dr… [+7559 chars]",2024-12-07T12:38:01Z,https://www.businessinsider.com/ukraine-fighting-sees-new-drone-warfare-hit-to-kill-interceptions-2024-12
Ukraine War,Business Insider,Thibault Spirlet,"Russia's artillery advantage is shrinking, but glide bombs are hammering Ukraine","Russia's massive use of glide bombs is making up for its dwindling artillery advantage on the front lines in Ukraine, Western officials told Sky News.","Ukraine has struggled to keep up with Russia's artillery fire since the start of the war.Dmytro Larin /Global Images Ukraine via Getty Images
<ul><li>Russia is firing 1.5x more shells than Ukraine, … [+3167 chars]",2024-12-06T12:56:53Z,https://www.businessinsider.com/russia-glide-bombs-making-up-for-dwindling-artillery-advantage-officials-2024-12
Ukraine War,Time,Associated Press,What We Do and Don’t Know About the Brazen Bombing That Killed a Top Russian General in Moscow,The killing of a senior Russian general in a bombing in Moscow was the boldest assassination yet of a top military officer in the Ukraine war.,The killing of a senior Russian general in a bombing outside his apartment building in Moscow was the boldest assassination yet of a top military officer and again brought the war in Ukraine to the s… [+4616 chars],2024-12-18T16:37:14Z,https://time.com/7203062/igor-kirillov-russia-ukraine-bombing-explained/
Ukraine War,Business Insider,Sinéad Baker,Ukraine's secret weapon in its battle against Russia: crowdfunding,"Diana Kulyk's father is fighting for Ukraine. She's crowdfunding for ballistic helmets, drones, body armor, and other gear to keep him alive.","Courtesy of Dimko Zhluktenko; Courtesy of Dzyga's Paw; Courtesy of Diana Kulyk; Andriy Andriyenko/Ukraine's 65th Mechanised Brigade via AP; Getty Images; Chelsea Jia Feng/BI
On April 27, 2023, Diana… [+16914 chars]",2024-12-07T09:06:01Z,https://www.businessinsider.com/gofundwar-ukraine-crowdfunding-battle-against-russia-defense-equipment-2024-12
Ukraine War,Business Insider,Hannah Abraham,US urges Ukraine to draft 18-year-olds to solve manpower shortages on the battlefield,The current minimum conscription age is 25. The US thinks reducing it will help Ukraine keep up with Russia's military.,"Civilians wearing military uniforms take part in a military training organized by Ukrainian soldiers in Kyiv.TETIANA DZHAFAROVA/AFP via Getty Images
<ul><li>US wants Ukraine to lower the conscriptio… [+3006 chars]",2024-11-28T12:47:48Z,https://www.businessinsider.com/us-tells-ukraine-cut-conscription-age-18-fix-lack-manpower-2024-11
Ukraine War,Yahoo Entertainment,,Zelenskyy says NATO offer for Ukraine-controlled territory could end 'hot stage' of war,,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",2024-11-30T11:50:04Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7dd235bb-ff1e-4460-aad2-310d42ea04fd
Ukraine War,Yahoo Entertainment,,Putin says Russia is ready to compromise with Trump on Ukraine war,,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",2024-12-19T09:50:40Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_75f4489c-7960-4706-b525-b6d9be64e441
Ukraine War,Business Insider,tporter@businessinsider.com (Tom Porter),Trump faces a far more emboldened Kim Jong Un this time around,"As Trump returns to power, the world is a more complex and dangerous place, and Kim has profited.","Donald Trump has long reminisced about the unlikely bromance he formed with North Korean dictator Kim Jong Un while president.
On the campaign trail, he claimed the North Korean leader missed him an… [+5747 chars]",2024-11-28T15:56:16Z,https://www.businessinsider.com/trump-bid-charm-kim-jong-un-will-likely-fall-flat-2024-11
Ukraine War,NPR,The Associated Press,U.S. will send Ukraine $725 million more in arms,"President Joe Biden has pledged to spend all of the military assistance funds Congress approved this year for Ukraine before the end of his administration on Jan. 20, 2025.","WASHINGTON The U.S. is preparing to send Ukraine an additional $725 million in military assistance, including counter-drone systems and munitions for its High Mobility Artillery Rocket System, which … [+1142 chars]",2024-12-03T10:39:50Z,https://www.npr.org/2024/12/03/g-s1-36575/us-ukraine-weapons
Ukraine War,Business Insider,Sinéad Baker,"Zelenskyy says Russia is treating the first North Korean soldiers well, but it won't last","Russia is treating North Korean troops well right now, Ukraine's Zelenskyy said, as it wants more to come fight, but they will become ""cannon fodder.""","North Korean Defense Minister No Kwang Chol with his Russian counterpart Andrei Belousov in Pyongyang, North Korea, on November 30, 2024.Korean Central News Agency/Korea News Service via AP
<ul><li>… [+3639 chars]",2024-12-02T13:19:33Z,https://www.businessinsider.com/russia-treating-north-korea-troops-well-wants-more-putin-zelenskyy-2024-12
Ukraine War,Business Insider,tmohamed@insider.com (Theron Mohamed),"Putin tells Russians there's no reason to panic as the ruble sinks, but analysts say its economy is in trouble","Vladimir Putin dismissed the ruble's latest tumble, but analysts say falling oil prices and sanctions spell problems for Russia's economy.","Russians shouldn't stress about the ruble tumbling to two-year lows, Vladimir Putin said Thursday. Analysts told Business Insider there was plenty of cause for concern.
The Russian leader told repor… [+3273 chars]",2024-11-29T12:50:15Z,https://www.businessinsider.com/russia-ruble-dollar-currency-putin-ukraine-war-economy-inflation-military-2024-11
Ukraine War,Business Insider,Huileng Tan,Putin makes it official: Russia is all in on defense spending,A top Russian banker said last week that he expects  Russia's economic growth to slow next year.,"Russian President Vladimir Putin approved a record defense budget for 2025.Contributor/Getty Images
<ul><li>Putin has signed off on a record defense budget for 2025 amid the ongoing Ukraine war.</li… [+3140 chars]",2024-12-03T06:55:49Z,https://www.businessinsider.com/russia-economy-federal-budget-putin-record-defense-spending-ukraine-war-2024-12
Ukraine War,BBC News,,Israel claims strikes on suspected Syria chemical weapon sites,The IDF also released photos of its personnel who crossed from the Israeli-occupied Golan Heights into the buffer zone where UN peacekeepers are based.,"Israel has confirmed it is carrying out air strikes on Syria to target suspected chemical weapons and missile sites.
Gideon Sa'ar, the country's foreign minister, said this was to stop weapons falli… [+3643 chars]",2024-12-09T13:05:54Z,https://www.bbc.com/news/articles/c4gxplxy550o
Ukraine War,Business Insider,Jake Epstein,Ukraine's changing up its Black Sea attacks on Russia with drone boats armed with machine guns and flying exploding drones,"Ukraine has continued to innovate with its naval drones, including by outfitting them with rocket launchers and missiles.","A Russian warplane is seen from the camera on a Ukrainian naval drone.Security Service of Ukraine/Screengrab via Telegram
<ul><li>Ukraine just showed off new modifications to its fleet of naval dron… [+3849 chars]",2024-12-09T21:21:43Z,https://www.businessinsider.com/ukraine-using-new-drone-boats-for-black-sea-attacks-russia-2024-12
Ukraine War,Deseret News,Valerie Hudson,Perspective: The endgame in Ukraine is coming into view,"With a second Trump administration looming, a 'cold peace' is looking more likely.","War often starts in misperception and illusion, but war can only end by the mutual acknowledgement of hard reality. Ukraine and Russia are slouching toward that state now. The moment is inflected by … [+5583 chars]",2024-12-10T04:36:21Z,https://www.deseret.com/opinion/2024/12/09/russia-ukraine-endgame-trump/
Ukraine War,NPR,Joanna Kakissis,"Putin's planes took Ukrainian kids into 'coerced' Russian adoption, a Yale report says","Russia's president and senior Kremlin officials financed and facilitated the transport of at least 314 Ukrainian children into ""coerced"" foster care and adoptions, a new Yale University report says.","KYIV, Ukraine Russia's president and senior Kremlin officials have financed and facilitated the transport of at least 314 Ukrainian children in Russian-occupied parts of Ukraine into coerced foster c… [+3058 chars]",2024-12-03T20:51:31Z,https://www.npr.org/2024/12/03/nx-s1-5214546/ukraine-children-russia-putin
Ukraine War,Business Insider,Tom Porter,Russia appears to be stepping up its use of decoy drones to outwit Ukrainian air defenses,Russia is using decoys so more of its explosive drones get through Ukraine's air defenses.,"A Ukrainian energy grid employee holds a device to detect Russian explosive drones.Florent VERGNES / AFP
<ul><li>Russia is intensifying its use of drone attacks against Ukraine.</li><li>It's using d… [+2154 chars]",2024-11-27T14:57:00Z,https://www.businessinsider.com/russia-intensifies-use-of-decoy-drones-against-ukraine-isw-2024-11
Ukraine War,Business Insider,Kenneth Niemeyer,Ex-Google CEO Eric Schmidt says human operators need to have 'meaningful control' of AI drones in warfare,"Former Google CEO Eric Schmidt said AI powered drones are the future of warfare, but that humans need to approve operations so they don't go haywire.","Former Google CEO and White Stork defense startup founder Eric Schmidt say AI drones are the future of war.Shahar Azran/Getty Images
<ul><li>Former Google CEO Eric Schmidt says human-directed AI-con… [+2786 chars]",2024-12-15T16:36:58Z,https://www.businessinsider.com/eric-schmidt-google-white-stork-future-war-ai-networked-drones-2024-12
Ukraine War,Business Insider,Sinéad Baker,"Biden's last-minute missile moves for Ukraine are coming far too late, weakening their effect on the Russians","The US gave Ukraine permission to hit Russia with long-range missiles, as it had long wanted. But the delay meant Russia was able to prepare.","An Army Tactical Missile System (ATACMS) missile fired during a joint military drill between the US and South Korea in October 2022.South Korea Defense Ministry via AP
<ul><li>The US gave Ukraine pe… [+6683 chars]",2024-11-27T10:00:02Z,https://www.businessinsider.com/us-atacms-permission-ukraine-russia-too-late-make-huge-difference-2024-11
Ukraine War,NPR,The Associated Press,Foreign ministers meet in Italy for the last G7 of the Biden administration,"Foreign ministers from the world's leading industrialized nations are meeting Monday, with a certain pressure to advance diplomatic efforts ahead of the new U.S. administration taking over.","ROME (AP) Foreign ministers from the world's leading industrialized nations are meeting Monday, with the wars in Ukraine and the Middle East entering decisive phases and a certain pressure to advance… [+4937 chars]",2024-11-25T06:46:51Z,https://www.npr.org/2024/11/25/g-s1-35678/foreign-ministers-italy-g7-biden-administration
Ukraine War,Business Insider,Thibault Spirlet,Ukraine supplied Syrian rebels with drones and operators for the offensive that toppled Assad last week: report,"Ukraine supplied Syrian rebels with about 150 drones and 20 operators last month, before the toppling of Assad, sources told The Washington Post.","Syrian rebels overthrew Bashar Assad last week.MUHAMMAD HAJ KADOUR/AFP via Getty Images
<ul><li>Ukraine sent drones and drone operators to Syrian rebel forces, The Washington Post reported.</li><li>… [+3190 chars]",2024-12-11T14:52:37Z,https://www.businessinsider.com/ukraine-sent-drones-operators-syria-rebels-used-topple-assad-report-2024-12
Ukraine War,Yahoo Entertainment,AAMER MADHANI,White House pressing Ukraine to draft 18-year-olds so they have enough troops to battle Russia,President Joe Biden's administration is urging Ukraine to quickly increase the size of its military by drafting more troops and revamping its mobilization...,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
W… [+4264 chars]",2024-11-27T16:43:45Z,https://www.yahoo.com/news/white-house-pressing-ukraine-draft-164345020.html
Ukraine War,ABC News,David Brennan,Putin's Ukraine drone barrages are increasingly backfiring on his closest ally,Belarusian President Alexander Lukashenko thus far appears to have kept his nation out of the worst of the spiraling war engulfing his neighbors to the east and south.,"LONDON -- ""Europe's last dictator"" -- as Belarusian President Alexander Lukashenko has often been termed -- thus far appears to have kept his nation out of the worst of the spiralling war engulfing h… [+7899 chars]",2024-12-05T10:34:18Z,https://abcnews.go.com/International/putins-ukraine-drone-barrages-increasingly-backfiring-closest-ally/story?id=116347812
Ukraine War,ABC News,David Brennan,"Russia sees 'no grounds for negotiations' with Ukraine, Putin spokesperson says","Kremlin spokesperson Dmitry Peskov told the Izvestia newspaper in an interview published Wednesday that Russia sees ""no grounds for negotiations yet"" to end Moscow's war.","LONDON -- Kremlin spokesperson Dmitry Peskov told the Izvestia newspaper in an interview published Wednesday that Russia sees ""no grounds for negotiations yet"" to end Moscow's war on Ukraine.
Presid… [+3735 chars]",2024-12-04T10:11:24Z,https://abcnews.go.com/International/russia-sees-grounds-negotiations-ukraine-putin-spokesperson/story?id=116441134
Ukraine War,Business Insider,Matthew Loh,"Russia wants its pro-war bloggers to identify themselves by 2025. Only about 10% of its top channels are complying, analysis says.","Ten of the top 82 pro-government Telegram channel discussing politics have registered a month before the deadline, per independent Russian media.","Russian military blogger Mikhail Zvinchuk, pictured here, runs the Telegram account Rybar.Francesca Ebel/The Washington Post via Getty Images
<ul><li>Russia has been trying to get its big social med… [+3608 chars]",2024-12-03T06:51:25Z,https://www.businessinsider.com/russia-pro-war-military-bloggers-identify-top-channels-not-complying-2024-12
Ukraine War,Business Insider,"Rebecca Rommen,Nathan Rennolds",Putin signs law allowing some Russian recruits to write off debts worth up to almost $100K as combat losses mount in Ukraine,The new legislation likely aims to boost recruitment amid soaring Russian combat losses.,"Russian President Vladimir Putin.Contributor/ Getty Images
<ul><li>Russian President Vladimir Putin signed a law on debt forgiveness for certain recruits on Saturday.</li><li>It allows for up to $96… [+2609 chars]",2024-11-24T17:17:26Z,https://www.businessinsider.com/putin-signs-law-allowing-russia-ukraine-fighters-write-off-debts-2024-11
Ukraine War,BBC News,,Slovak PM meets Putin in surprise Moscow visit,"Robert Fico said he and the Russian leader discussed ""the possibilities of an early, peaceful end of the war"" in Ukraine.",Slovakia's Prime Minister Robert Fico has made a surprise visit to Moscow for talks with Vladimir Putin - becoming only the third Western leader to meet the Russian leader since the full-scale invasi… [+1574 chars],2024-12-22T22:00:15Z,https://www.bbc.com/news/articles/cz0rn85v5kjo
Ukraine War,Yahoo Entertainment,David Lawder,World Bank approves $2 billion for Ukraine including funds from new US loan fund,WASHINGTON (Reuters) -The World Bank said on Wednesday its executive board approved $2.05 billion in Development Policy Operation funding for Ukraine that...,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
B… [+2668 chars]",2024-12-18T18:16:54Z,https://www.yahoo.com/news/world-bank-approves-2-billion-181654427.html
Ukraine War,BBC News,,What is happening in north-western Syria and why now?,Rebels have captured a swathe of land during their largest offensive against the government in years.,"HTS and its allies said they launched the offensive to deter aggression by the government
Rebel forces have launched their largest offensive against the Syrian government in years.
They have captur… [+5950 chars]",2024-12-02T18:10:45Z,https://www.bbc.com/news/articles/c99x0l1d432o
Ukraine War,Business Insider,Matthew Loh,"Top Russian official says internal corruption surged in 2024, with 30,000 officials caught for graft this year","Igor Krasnov, Russia's prosecutor-general, said bribes involving officials have jumped 30% in 2024, compared to 2023.","Igor Krasnov, Russia's prosecutor-general, pictured left here, said bribery is up by 30% compared to 2023.Contributor/Getty Images
<ul><li>Igor Krasnov, Russia's prosecutor-general, says the country… [+3341 chars]",2024-12-10T08:06:22Z,https://www.businessinsider.com/russia-corruption-surge-igor-krasnov-comment-officials-caught-bribery-2024-12
Ukraine War,Business Insider,tporter@businessinsider.com (Tom Porter),Russia successfully tested cutting off access to the global web as it continues to build its sovereign internet,Russia is tightening its grip over free access to information and services on the web.,"The Kremlin is believed to have cut off access to the internet in some areas of Russia as it continues to build its own sovereign network.
Russia's federal internet regulation agency, Roskomnadzor, … [+1956 chars]",2024-12-12T15:39:50Z,https://www.businessinsider.com/russia-tested-cutting-off-internet-access-report-kremlin-runet-2024-12
Ukraine War,Business Insider,Thibault Spirlet,"Russia will likely send North Korean troops to the most dangerous spots to fight, says South Korea","South Korea's defense minister said Russia will likely use North Korean troops as ""cannon fodder"" and send them to dangerous areas of the fighting.","Ukrainian forces hit North Korean troops with Storm Shadow missiles in Kursk last week, an official told the Financial Times.Ed Ram/For The Washington Post via Getty Images
<ul><li>North Korean troo… [+2811 chars]",2024-11-28T15:49:41Z,https://www.businessinsider.com/russia-send-north-korea-troops-dangerous-combat-areas-south-korea-2024-11
